parent_asin,title,main_category,price,average_rating,rating_number
B0CCDMQZM7,"Amazon Basics USB 3.0 to 10/100/1000 Gigabit Ethernet Internet Adapter, 10-Pack, Black",Computers,117.59,4.5,17742
B001VNHPPS,"MarginMart, Inc. DAZ-HDMI-SW005-01 5-Port Smart HDMI Switch",Home Audio & Theater,,4.3,454
B01E80N2E8,"Plugable USB 3.1 Gen 2 10Gbps SATA Upright Hard Drive Dock and SSD Dock - Driverless - Includes USB-C & USB 3.0 Cables, Supports 10TB+ Drives",Computers,45.95,4.4,444
B00XJDN8RC,RAM Mounts RAM-B-230U Double Ball Adapter Compatible with RAM B Size Components,Cell Phones & Accessories,,4.7,1495
B0B37TV4WJ,"Skullcandy Hesh 2 Wireless Over-Ear Headphone - Black with Line Round Charging Cable, USB-C to USB-C - Dark Blue/Green, 4ft",Home Audio & Theater,,4.5,11690
B013JLOTUS,"Anker Powerline 1ft Lightning Cable, MFi Certified for iPhone Xs/XS Max/XR/X / 8/8 Plus 7/7 Plus / 6/6 Plus / 5S (White)",Computers,,4.6,3461
B01D8KOZF4,ELEGOO UNO Project Super Starter Kit with Tutorial and UNO R3 Compatible with Arduino IDE,Industrial & Scientific,35.99,4.7,13916
B07T7RQHQW,Echo Show 8 (1st Gen) Adjustable Stand - White,Amazon Devices,,4.7,47625
B08GNHJB6X,"NVIDIA SHIELD Remote; Voice Search, Motion-Activated, Backlit Buttons, Customizable Menu Buttons, and IR Blaster to Control your TV",All Electronics,29.99,4.7,8281
B00K35MU0K,Symphonized NRG Premium Genuine Wood in-Ear Noise-isolating Headphones with Mic and Nylon Cable (Red),Cell Phones & Accessories,14.99,4.2,2896
B002GR1YZ0,"Flipper Big Button Universal TV Remote - Seniors, Elderly - Simple, Works TV & Cable - Favorite Channels - Learning - Supports IR Devices",All Electronics,39.98,4.2,7664
B07BFCVJZC,"Lekvey Ergonomic Mouse, Vertical Wireless Mouse - Rechargeable 2.4GHz Optical Vertical Mice : 3 Adjustable DPI 800/1200/1600 Levels 6 Buttons, for Laptop, PC, Computer, Desktop, Notebook etc, Black",Computers,24.99,4.4,12424
B01M8HPUO6,"Intel Core i5 6500 3.20 GHz Quad Core Skylake Desktop Processor, Socket LGA 1151, 6MB Cache",Computers,116.47,4.6,1583
B001B8QUS6,"Legrand - C2G 3.5MM to RCA Y-Cable, 6 Inch Y Splitter Audio Cable RCA, Female to Male 3.5MM to RCA Audio Cable, 1 Count, C2G 40424",Home Audio & Theater,5.99,4.4,588
B07S84M2J6,Logitech Harmony 950 Touch IR Remote Control - Discontinued by Manufacturer,All Electronics,548.99,4.0,1001
B003L13A7K,"Monoprice Marker Cable Tie 4 inch 18LBS, 100pcs/Pack - White",Home Audio & Theater,,4.2,330
B00D69U1B0,Sabrent USB 2.0 Virtual External 7.1 Surround Sound Adapter (USB-AUDD),Computers,,4.0,728
B00915OTZC,Sony 100DPR47SP 16x DVD+R 4.7GB Recordable DVD Media - 100 Pack Spindle,Home Audio & Theater,,4.6,751
B00FLZXGJ6,CompuLab Display Emulator (fit-Headless),Computers,8.5,4.7,443
B00RE1UL52,Garmin vívoactive Black,Cell Phones & Accessories,,4.3,3950
B0BS2TMK39,"TP-Link N300 WiFi Extender(TL-WA855RE)-WiFi Range Extender, up to 300Mbps speed, Wireless Signal Booster and Access Point, Single Band 2.4Ghz Only",Computers,12.99,3.9,120626
B019JH89YI,Gigabyte GC-WB867D-I REV Bluetooth 4.2/Wireless AC/B/G/N Band Dual Frequency 2.4Ghz/5.8Ghz Expansion Card,Computers,88.86,4.5,2752
B07ZWJR9GD,XClear Wireless Earbuds with Immersive Sounds True 5.0 Bluetooth in-Ear Headphones with Charging Case/Quick-Pairing Stereo Calls/Built-in Microphones/IPX5 Sweatproof/Pumping Bass for Sports Black,All Electronics,18.02,4.0,20428
B0B82G8DR7,"DROK® Computer Speakers Headphones Audio Switch Converter Volume Control, Speaker Switching Device for Switching Back and Forth Between Computer Audio and Headphones with 5 Feet Cable",Industrial & Scientific,24.41,4.6,621
B00D8GI9BA,Cable Matters 7 Pairs Crimp and Twist Closed Screw Banana Plugs for Speaker Wire - Made of Bare Copper for Distortion-Free Audio,All Electronics,,4.4,540
B01MTQVE6G,"StarTech.com 6in Micro USB to Mini USB Adapter Cable M/F - Micro USB male to Mini USB female - Micro USB to Mini USB Adapter (UUSBMUSBMF6),Black",Computers,6.95,4.4,1594
B005INJ4ZG,My Zone Wireless Headphones,All Electronics,49.99,3.5,1267
B00M562LF4,SanDisk Ultra 128GB UHS-I/Class 10 Micro SDXC Memory Card With Adapter- SDSDQUAN-128G-G4A [Old Version],Computers,39.99,4.5,1817
B01HXYNYUS,"[3 Pack: 3ft/6ft/10ft] Anker Powerline Lightning Cable Apple MFi Certified - Lightning Cables for iPhone Xs/XS Max/XR/X / 8/8 Plus / 7/7 Plus / 6 / 6s, iPad Mini / 4/3 / 2, iPad Pro Air 2",Computers,,4.6,4835
B07MTCMHZX,"AuKing Projector, 2023 Upgraded Mini Projector, Full HD 1080P Home Theater Video Projector, Compatible with HDMI/USB/VGA/AV/Smartphone/TV Box/Laptop",All Electronics,65.99,4.3,26591
B00MYU0EAU,UGREEN SATA to USB 3.0 Adapter Cable for 3.5 2.5 Inch SSD/HDD Hard Drive Reader SATA III Hard Drive Disk Converter Support UASP Compatible with Samsung Seagate WD Hitachi with 12V Power Adapter,Computers,17.99,4.6,3750
B00ZKFRKIU,"Mounting Dream UL Listed Full Motion Monitor Wall Mount TV Bracket for 10-26 Inch LED, LCD Flat Screen TV and Monitor, TV Mount with Swivel Articulating Arm, Up to VESA 100x100mm and 33LBS MD2463",Office Products,21.99,4.7,6896
B075M6275Q,OULUOQI USB Type C Cable,Cell Phones & Accessories,,4.5,16430
B09472VM57,"Kinivo HDMI Switch 4K HDR 501BN (5 in 1 out, 4K 60Hz HDR, HDMI 2.0, High Speed 18Gbps, IR Remote, HDCP) - Compatible with Roku, PS5, Xbox, Apple TV, Nintendo Switch, Cable Box",All Electronics,52.99,4.3,16977
B01LXOSV92,UGREEN SATA Cable III 3 Pack 6Gbps Straight HDD SDD Data Cable with Locking Latch 18 Inch for SATA HDD SSD CD Driver CD Writer,Computers,,4.7,2488
B00WUICTXG,Dropcam Pro indoor Wi-Fi Wireless Video Monitoring Security Camera 720p,Camera & Photo,93.89,4.2,2609
B07BLKHQK6,amPen Hybrid Stylus Pen - Interchangeable Hybrid Tip Touchscreen Stylus (Black),Cell Phones & Accessories,7.95,4.4,6050
B004OAFO0I,"Polaroid 8"" Heavy Duty Mini Tripod With Pan Head With Tilt For Digital Cameras & Camcorders",All Electronics,7.19,4.0,1518
B07FVYKFXF,ASRock B450M PRO4 AM4 AMD Promontory B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,Computers,,4.6,5039
B0039L3P86,"HDMI Keystone Coupler, Snap-in for Wallplate, White",Home Audio & Theater,4.99,4.1,163
B001JT1CEE,"RoadPro – 25' Hardwire Replacement 2 Wire 22-Gauge Parallel Wire,Black/Red",Automotive,8.88,4.4,896
B003M8NVFS,PYLE-PRO 4-Channel Portable Stereo Headphone Amplifier-Professional Multi-Channel Mini Earphone Splitter Amp w/4 ¼” Balanced TRS Headphones Output Jack and 1/4' TRS Audio Input For Sound Mixer-PHA40.,Home Audio & Theater,24.99,4.2,2545
B01LXKQ07C,"EVGA SuperNOVA 750 G2, 80+ GOLD 750W, Fully Modular, EVGA ECO Mode, 10 Year Warranty, Includes FREE Power On Self Tester Power Supply 220-G2-0750-XR",Computers,268.86,4.8,1274
B07YQ5M4V4,SanDisk 128GB X2 (256GB) MicroSD HC Ultra Uhs-1 Memory Card,Computers,18.07,4.7,13758
B000IDCDZY,"VideoSecu One Height Adjustable 2""-6"" Camera Wall Ceiling Mount Bracket for CCTV CCD Box Body Camera Pan Tilt Bracket 1BO",Camera & Photo,24.99,4.4,794
B06Y2JNCM6,SanDisk Ultra USB (5 Pack) 3.0 64GB CZ48 Flash Drive High Performance Jump Drive/Thumb Drive/Pen Drive up to 100MB/s - with (2) Everything But Stromboli (tm) Lanyard,Computers,41.51,4.8,1914
B08F4RZXNG,"SUPCASE [Unicorn Beetle PRO Series] [Heavy Duty] Case for iPad Air 2 ,[2nd Generation] 2014 Release Full-body Rugged Hybrid Protective Case with Built-in Screen Protector (Black)",Computers,24.95,4.7,4826
B0BHFDZGVY,"ARRIS SURFboard SB6190 DOCSIS 3.0 32 x 8 Gigabit Cable Modem , Comcast Xfinity, Cox, Spectrum , 1 Gbps Port , 800 Mbps Max Internet Speeds , Easy Set-up with SURFboard Central App",Computers,69.0,4.3,5494
B00G4UQ6U8,Brainwavz S1 IEM Noise Isolating Earphones With Clearwavz Remote and Microphone for iPhone iPad iPod,Home Audio & Theater,,3.4,497
B00KZP1BUI,Mount-It! MI-2829 Small TV Monitor Wall Mount | RV TV Mount | Quick Release VESA Wall Mount | Fits 19 20 21 22 23 24 25 Inch Screens | 75 100 VESA Compatible | Low-Profile Slim Design | 44lb Capacity,All Electronics,16.99,4.6,3455
B00L1LXOWS,GRADO SR80e Prestige Series Headphones,All Electronics,,4.5,1872
B0BW3ZTC3K,"VCE Brush Wall Plate 2-Pack, UL Listed Cable Pass Through Insert for Wires, Single Gang Cable Access Strap, Wall Socket for HDTV, Home Theater Systems - Black",All Electronics,7.49,4.6,5601
B0753R2TWC,"Amazon Basics Double Braided Nylon Lightning to USB Cable, Advanced Collection, MFi Certified Apple iPhone Charger, Dark Gray, 6 Foot",Cell Phones & Accessories,,4.6,42928
B000B0NC2W,"Maxell Dvd-Rw Rewritable Disc, 4.7 Gb, 2x, Spindle, Gold, 15/pack",Home Audio & Theater,14.5,4.5,1963
B01C6EQNNK,CanaKit Raspberry Pi 3 Kit with Premium Clear Case and 2.5A Power Supply (UL Listed),Computers,,4.7,2483
B00ZVJAF9G,Fire TV Stick with Voice Remote,Amazon Devices,49.99,4.2,20673
B09MFMTMPD,"Anker PowerConf C200 2K Webcam for PC, Webcam for Laptop, Computer Camera, with AI-Noise Canceling Microphones, Stereo Mics, Adjustable Field of View, Low-Light Correction, Built-in Privacy Cover",Computers,59.99,4.5,2885
B008E3M4QS,Corsair Vengeance Red 16GB (2x8GB) DDR3 1600 MHz (PC3 12800) Desktop Memory,Computers,128.68,4.6,299
B006VAD2C6,"COSMOS desktop computer ATX/MATX companion, blank drawer rack (5.25""), for computer accessories/storage devices+Cosmos Cable Tie",Computers,14.99,4.2,876
B002U1N95K,"Western Digital Caviar Green WD10EARS Hard Drive - 1 TB - 5400 rpm - Serial ATA/300 - Serial ATA - 3.5"" - Internal",All Electronics,48.95,4.2,605
B07D89NHV4,Crucial BX300 240GB 3D NAND SATA 2.5 Inch Internal SSD - CT240BX300SSD1,Computers,89.99,4.5,3369
B00K8MTPEW,"UES DSLR or SLR Digital Camera Cleaning Swab for APS-C Sensors, Blue, 12 swabs + 15ml Cleaner (DDR-16)",Camera & Photo,,4.7,2665
B007KB0EGC,BlueRigger Mini DisplayPort (Mini DP | mDP) to DVI Female Adapter Cable (0.15M) - Thunderbolt | Thunderbolt 2 Port Compatible,All Electronics,,4.3,836
B00DH7WP9W,LARMOR by GGS 4 Generation Self-Adhesive Glass Nikon LCD Screen Protector for Nikon D7100 D7200 Camera,Camera & Photo,14.0,4.4,241
B0092ML0OC,"CORSAIR CX Series, CX600, 600 Watt, 80+ Bronze Certified, Non-Modular Power Supply",Computers,118.02,4.6,1218
B09NDHYLRH,AKASO V50 Pro Native 4K30fps 20MP WiFi Action Camera with EIS Touch Screen 100 feet Waterproof Camera Web Camera Support External Mic Remote Control Sports Camera with Helmet Accessories Kit,Camera & Photo,,4.3,4320
B077SMC7TN,UGREEN USB to Ethernet Adapter for Laptop PC Gigabit USB 3.0 to 10 100 1000 Mbps Network Adapter USB A to RJ45 Wired LAN Adapter Compatible with Nintendo Switch MacBook Mac Mini Windows macOS Linux,All Electronics,10.49,4.6,23338
B00O5X8YXS,GoPro Hero,Camera & Photo,278.99,4.5,2750
B00KHA2DQM,"Samsung Galaxy Tab S 8.4-Inch Tablet (16 GB, Titanium Bronze)",Computers,89.95,4.1,777
B0001FTVEK,Sennheiser RS120 II On-Ear Wireless RF Headphones with Charging Cradle,Home Audio & Theater,,4.2,23766
B0083J7X50,Asurion 3-Year Office Product Protection Plan ($50-$75),Office Products,,4.0,588
B009AYVNMQ,"Toshiba MQ01ABD 1 TB 2.5"" Internal Hard Drive MQ01ABD100",Computers,30.94,4.4,4028
B0BMRT9795,"TP-Link AX3000 Smart WiFi 6 Router (Archer AX50) – 802.11ax, Gigabit Router, Dual Band, OFDMA, MU-MIMO, Parental Controls, Built-in HomeCare,Works with Alexa",Computers,69.96,4.3,9037
B01F3CSMH2,Cat 6 Ethernet Cable 5ft (6 Pack) (at a Cat5e Price but Higher Bandwidth) Flat Internet Network Cables - Cat6 Ethernet Patch Cable Short - Black Computer LAN Cable with Snagless RJ45 Connectors,Industrial & Scientific,14.99,4.7,913
B003VANOFY,"Logitech G Wireless Gaming Headset G930 with 7.1 Surround Sound, Wireless Headphones with Microphone",All Electronics,198.2,3.9,9757
B00URHR3TW,Meking 12 Inch (31cm) Gray Card Portable Softbox Multi-Function Diffuser for Speedlight Flashlight,Camera & Photo,,4.3,347
B018H3B280,"Raspberry Pi 2 Model B Desktop (Quad Core CPU 900 MHz, 1 GB RAM, Linux)",Computers,59.69,4.6,4501
B000I94FAE,"RCA Audio Piggyback Cable, 2 RCA Male to 2 RCA Male + RCA Female Piggyback, 6 Foot",Computers,5.99,4.4,1099
B075RJS55D,"Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5"" Internal Solid State Drive (SP256GBSS3A55S25)",Computers,15.97,4.7,7579
B000VRL632,VideoSecu Power Supply 12V DC 500MA Regulated CCTV Security Camera AC to DC Power Adapter WVM,Camera & Photo,14.99,4.3,278
B001PNNXGO,Eton Corp. NGAN200 Grundig Indoor Antenna,Computers,,4.0,475
B076HLPGK7,X-Rite ColorMunki Photo (CMUNPH),Camera & Photo,,4.6,1249
B01JP436TS,Sennheiser HD 598 Cs Closed Back Headphone,All Electronics,449.99,4.5,3109
B07G61MF64,"Ring Solar Panel (1st Generation), 2.4W, Barrel Plug Connector - for Spotlight Cam Battery and Stick Up Cam Battery - White",Amazon Devices,,4.7,46907
B075425VZD,VideoSecu DC 12V 1A CCTV Power Supply Adapter AC to DC 1000mA Regulated Power 10ft Long Cord for Home Security Camera Surveillance System PW121A 1AP,Camera & Photo,12.0,4.4,65
B007NLEF3W,Cable Matters 2-Pack HDMI to DVI Adapter (DVI to HDMI Adapter),All Electronics,7.99,4.5,644
B004K1EDG2,Jawbone ERA Bluetooth Headset - Shadowbox - Retail Packaging,Cell Phones & Accessories,,3.9,1125
B004K1EZDS,"Cisco-Linksys E4200 Dual-Band Wireless-N Router,Black",All Electronics,,4.3,952
B001AMOTAY,"Light Stands PRO Heavy Duty 7'6"" Set of Two, with All Metal Locking Collars NOT Plastic by PBL",Camera & Photo,,4.3,418
B08HTMG8SP,"Sceptre Curved 27"" FHD 1080p Gaming Monitor R1500 98% sRGB HDMI VGA 75Hz Build-in Speakers, Blue Light Shift Machine Black (C278W-1920RN series)",Computers,160.8,4.6,13819
B07CML419K,"Fancii Small Personal Desk USB Fan, Portable Mini Table Fan with Twin Turbo Blades, Whisper Quiet Cyclone Air Technology - For Home, Office, Outdoor Travel (Black)",Amazon Home,15.99,4.0,11448
B06XNZJTGD,"UPPERCASE GhostCover Premium Ultra Thin Keyboard Protector Compatible with MacBook Pro with Function Keys 13"", Without Touch Bar (2016 2017 2018 2019, Apple Model Number A1708)",Computers,12.95,4.4,1650
B00JRCQRSQ,Netgear AC1600 Smart WiFi 802.11ac Dual Band Gigabit Router R6250 (Renewed),All Electronics,,4.0,418
B0721KR152,Connectland CL-U2MNHUB-4B 4 Ports USB V2.0 Mini Hub (Black),Computers,,4.2,811
B00RCSU7OW,"1byone Wireless Driveway Alert, Infrared Motion Sensor with 2 Plug-in Receivers and 1 Sensor",Camera & Photo,,3.9,1310
B06XC7QP2M,AMD YD180XBCAEWOF Ryzen 7 1800X Processor,Computers,295.0,4.6,860
B086JHY1SD,Lexar JumpDrive S75 128GB USB 3.0 Flash Drive (White/Black),Computers,29.99,3.9,3180
B01M6CKJXC,"Aeotec Range Extender 6, Z-Wave Plus repeater",Tools & Home Improvement,,4.2,568
B0045IIZKU,BW 3.5 Inch TFT LCD Monitor for Car / Automobile,Cell Phones & Accessories,18.69,4.1,923
B005GM1Q1O,Pogoplug Backup and Sharing Device (Discontinued by Manufacturer),Camera & Photo,,3.5,292
B00TAEKUL6,Garmin Nuvi 50LM Navigator,Home Audio & Theater,167.99,4.4,5678
B00NUB2RPW,SanDisk 64GB Extreme CompactFlash Memory Card UDMA 7 Speed Up To 120MB/s - SDCFXSB-064G-G46,Computers,44.33,4.8,3980
B00C28L51G,Amazon Basics Mini DisplayPort (Thunderbolt) to HDMI Adapter,Computers,,4.4,931
B004CRSM4I,Corsair Vengeance 8 GB (2 x 4 GB) DDR3 1600 MHz PC3 12800 240-Pin DDR3 Dual Channel Memory Kit 1.5V (CMZ8GX3M2A1600C9),All Electronics,63.64,4.6,3571
B004OVECU0,"Logitech Harmony 650 Infrared All in One Remote Control, Universal Remote Logitech, Programmable Remote (Silver)",Home Audio & Theater,259.98,4.0,10135
B09S1FPFVS,"Tile Slim (2020) 1-pack - Slim & Sleek Bluetooth Tracker, Item Locator and Finder for Wallets, Passports and Electronic Devices and More; Waterproof with Built-in 3 year battery",All Electronics,,4.6,20701
B0051OGJQE,Vanguard SB-100 Stone Bag,Camera & Photo,13.99,4.7,753
B014FEM0X6,"D-FantiX Battery Tester, Universal Battery Checker Small Battery Testers for AAA AA C D 9V 1.5V Button Cell Household Batteries Model BT-168",Industrial & Scientific,6.39,4.5,23236
B014LBW3TY,"Cube Tracker Key Finder Locator Smart Bluetooth Tracker Tag: Key Tracker for Car Keys, Wallet Tracker, Remote Finder Luggage Tracker, Item Finders Waterproof Tracking Devices +App, Replaceable Battery",Cell Phones & Accessories,24.95,3.8,8163
B0043T34RK,"ASUS VE278Q 27"" Full HD 1920x1080 2ms DisplayPort HDMI DVI VGA Monitor , Black",Computers,,4.5,1018
B004ZEZB88,Logitech Wireless Mouse M310 (Flame Red),All Electronics,19.99,4.6,1542
B07SYW3XL1,"Belkin Power Strip Surge Protector - 6 AC Multiple Outlets, 2 ft Long Heavy Duty Metal Extension Cord for Home, Office, Travel, Computer Desktop & Phone Charging Brick - 200 Joules, White (2 Pack)",Home Audio & Theater,20.21,4.6,4269
B008DVMRXG,Mediabridge USB-C 3.0 to USB-A Male Cable (3 Feet),Cell Phones & Accessories,,4.4,1592
B002ZIN9DU,"Kensington Mouse-in-a-Box Wired USB Mouse (K72356US),Black",All Electronics,7.99,4.5,1833
B00NXOMA8A,"Zeskit Premium 3.5mm Jack Male to Male AUX Audio Cable, TRRS 4 Poles for Headphones with Mic, Speakers - 4ft",All Electronics,7.99,4.4,1564
B004713JLU,"Importer520 Blue 100FT CAT5 RJ45 Patch ETHERNET Network Cable 100' for PC, Mac, Laptop, PS2, PS3, Xbox, and Xbox 360 to Hook up on high Speed Internet from DSL or Cable Internet.",Home Audio & Theater,18.99,4.4,968
B0030FMQ90,"Importer520 Black 10 ft Hi-Speed USB 2.0 Printer Scanner Cable Type A Male to Type B Male For HP, Canon, Lexmark, Epson, Dell",All Electronics,2.93,4.6,992
B07CY7NLNN,"Ubiquiti Unifi Ap-AC Lite - Wireless Access Point - 802.11 B/A/G/n/AC (UAPACLITEUS), White",Computers,149.9,4.7,2617
B07BHPX7B1,"GOgroove Aux Bluetooth Adapter Receiver for Headphones, Home Audio Systems, Car Stereo, AD2P Streaming & More - 14 Hr Battery 3.5mm Aux Input Bluetooth Adapter for Stereo Receiver with RCA Adapter",Cell Phones & Accessories,14.99,3.9,182
B007G5NNOW,"LensPen NLP-1 , Black",Camera & Photo,12.99,4.6,2685
B0753GNMW2,"Amazon Basics Wired Computer Keyboard & Mouse, 10-Pack, Black",Computers,105.75,4.5,10147
B072JK9GX6,"Noctua NF-A4x20 FLX, Premium Quiet Fan, 3-Pin (40x20mm, Brown), compatible with Desktop",Computers,14.95,4.8,2111
B00065F87E,Nikon DK-19 Rubber Eyecup,Camera & Photo,,4.7,1121
B00INNP5VU,Roku Streaming Stick (3500R) (2014 Model),All Electronics,34.95,4.3,9479
B000YBH4YU,TNAIVE X6 Bluetooth Card Reader Writer USB 3 Tracks Swipe Encoder,Computers,,3.7,447
B00FE8MKTM,Dell E2414Hr 24-Inch LED-Lit Monitor (Discontinued by Manufacturer),Computers,,4.4,973
B00FSA8VQ2,Brainwavz Delta Earbuds Noise Isolating Earphones w/Microphone in Ear Bass All Metal Buds (OldSNM),Home Audio & Theater,,3.6,641
B00RGP7BSG,"TP-Link N300 Universal Wireless Wi-Fi Range Extender, Wall Plug, Plug and Play, Smart Signal Indicator Light (TL-WA854RE)",Computers,,3.9,1538
B00VAT701W,"Western Digital (WD) Caviar Blue 320 GB (320gb) SATA II 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive for PC, Mac, CCTV DVR, NAS, RAID- 1 Year Warranty",Computers,40.25,4.4,909
B008NCD2EI,Pioneer SP-C22 Andrew Jones Home Audio Center Channel Speaker,Home Audio & Theater,279.95,4.7,925
B00BFRKYVM,Samsung BD-F7500 4K Upscaling 3D Wi-Fi Blu-ray Disc Player (2014 Model),All Electronics,120.0,4.2,589
B008MWBY6W,"Amazon Basics Holster Camera Case for DSLR Cameras - 6.9 x 6.3 x 9 Inches, Black",Camera & Photo,,4.5,14344
B08JL3KN65,"Ubiquiti UniFi Cloud Key (UC-CK),White",Computers,44.9,4.5,2314
B083JG3NKY,"Dell USB DVD Drive-DW316 , Black",Computers,24.99,4.6,13378
B014VGHG0U,Apple Lightning to USB Camera Adapter,Apple Products,24.99,4.5,5789
B01N22LFPL,"4K HDMI Cable 10 ft - Atevon High Speed 18Gbps HDMI 2.0 Cable - HDCP 2.2-4K HDR, 3D, UHD 2160P, 1080P, Ethernet - 28AWG Braided HDMI Cord - Audio Return Compatible with TV, Roku, PC, PS4",Computers,,4.7,16265
B07H3MKSYC,"4K DisplayPort to HDMI Cable,Capshi [UHD] 2K@120Hz 4K@30Hz DP to HDMI Cord Nylon Braided Display Port to HDMI Male Uni-Directional Connector for Dell, Monitor, Projector, Desktop, AMD, NVIDIA, HP-6 Ft",All Electronics,,4.6,4007
B002DPUUL4,"Microsoft Wireless Mobile Mouse 4000 - Graphite. Comfortable Ergonomic design, Wireless, USB 2.0 with Nano transceiver for PC/Laptop/Desktop, works with Mac/Windows Computers",All Electronics,19.99,4.5,8496
B01C6031MA,Posdou 1 Pair Right Left 90 Degree Angle Micro USB Male to Micro USB Female Adapter,Computers,5.99,4.2,1430
B005KG44V0,Netgear WiFi Dual Band Gigabit Router (WNDR4500-100NAS),All Electronics,36.89,4.0,1285
B0014KKV7W,RCA Compact RF Modulator (CRF907A),Home Audio & Theater,,4.3,1973
B00TOVTZ7K,Amazon Basics Battery Charger for AA & AAA Nickel-Metal Hydride batteries (Ni-MH) With USB Port,Home Audio & Theater,18.79,4.5,26636
B07DNZZCPX,Ring Alarm Contact Sensor 2-pack (1st Gen),Amazon Devices,,4.7,9393
B000V6FKGM,Antec Big Boy 200 - 200mm Tricool Computer Case Fan,All Electronics,,4.3,287
B06Y6743TL,"VCE HDMI 90 and 270 Degree Adapter 4-Pack, Right Angle HDMI Male to Female Vertical Flat Adapter HDMI L Shape Extender 3D 4K Supported",All Electronics,6.99,4.6,1824
B00AAIPT76,"Wasabi Power Battery (2-Pack) and Charger for GoPro HERO3+, HERO3 and GoPro AHDBT-201, AHDBT-301, AHDBT-302",Camera & Photo,19.99,4.5,4762
B00B1KJK22,Plantronics GameCom 780 Gaming Headset with Surround Sound - USB Compatible with PC,Computers,,4.0,2391
B00GXOOL4S,"100 Pack Maxtek Premium Thick White Paper CD DVD Sleeves Envelope with Window Cut Out and Flap, 100g",All Electronics,7.99,4.7,5123
B00CMKOVPQ,"AOC e2752She 27-Inch Class LED Backlit Monitor with 2 MS Response Time, VGA and 2 HDMI Ports, Earphone Audio port, 1920 x 1080 Resolution Display",Computers,,4.2,672
B09TPKWPW2,"Raspberry Pi RASPBERRY-PI3-CASE Official Raspberry Pi 3 Case, Red/White",Industrial & Scientific,10.15,4.6,2437
B01ETRH0AM,Certified Refurbished Fire TV Stick with Alexa Voice Remote | Streaming Media Player,Amazon Devices,,4.4,7888
B07ZD56MZ4,"Neewer 5.9x6.7 inches/15x17 centimeters Camera Collapsible Diffuser Mini Softbox for CN-160, CN-126 and CN-216 LED Light",Camera & Photo,10.99,4.2,1489
B000ZIC18Q,"RoadPro RPSP-15 Universal CB Extension Speaker with Swivel Bracket, 2-3/4 x 4-1/2""",Home Audio & Theater,15.72,4.6,2541
B0CDVFBX9Q,"Powered USB 3.0 Hub, Wenter 11-Port Hub Splitter (7 Faster Data Transfer Ports+ 4 Smart Charging Ports) with Individual LED On/Off Switches, Power Adapter for Mac, PC",All Electronics,28.99,4.5,3710
B07BZ239Z2,GIGABYTE X470 AORUS ULTRA GAMING (AMD Ryzen AM4/ X470/ USB 3.1 Gen 2 Front Type C/ ATX/ DDR4/ Motherboard),Computers,,4.4,781
B07R3H3N97,Wyze Cam V2 1080P Indoor Smart Home Camera with Wyze Sense Starter Kit,Camera & Photo,,4.5,6307
B00006I5J7,Nikon LC-52 Snap on Front Lens Cap,Camera & Photo,12.95,4.7,3163
B09FW71FP7,"iHome Wired Mac Mouse with Scroll Wheel, 3-Buttons, 1600 DPI, Laptops and Computers, Slim and Compact, Right or Left Hand Use, White",Computers,16.49,4.2,1506
B00L0YLRUW,"NETGEAR Wi-Fi Range Extender EX2700 - Coverage Up to 800 Sq Ft and 10 devices with N300 Wireless Signal Booster & Repeater (Up to 300Mbps Speed), and Compact Wall Plug Design",Computers,59.99,3.9,110468
B003NRHAH8,Sony SEL16F28 16mm f/2.8 Wide-Angle Lens for NEX Series Cameras,Camera & Photo,248.0,4.2,335
B003WPTBAK,Vivitar VT67 67-Inch Monopod for Camera/Video (Black),Camera & Photo,,4.3,702
B07JGH7LT6,Sony STRDH190 2-ch Home Stereo Receiver with Phono Inputs & Bluetooth Black,All Electronics,198.0,4.5,7860
B00LCKUT8A,Amazon HDMI Adapter for Fire Tablets (4th Generation),Amazon Devices,,4.1,640
B007ABANFY,"Case Logic 17.3-Inch Laptop Bag (VNCI-217),Black",Computers,29.99,4.5,3583
B07GXCFNKJ,"Synsen Replacement Ear Pads Cushion Compatible for Bose QuietComfort QC2,QuietComfort 15 QC15,QuietComfort QC25,QuietComfort 35 QC35,Bose AE2,AE2i,AE2w,SoundTrue, SoundLink (Around-Ear) Headphones",All Electronics,16.99,4.5,3298
B00P2UOU72,NooElec NESDR Mini 2 SDR & DVB-T USB Stick (RTL2832 + R820T2) with Antenna and Remote Control,All Electronics,28.95,4.3,885
B01DOB6Y5Q,Samsung 32GB 80MB/s EVO Select Micro SDHC Memory Card (MB-ME32DA/AM),Computers,39.99,4.6,2866
B002XN7C6W,Microsoft LifeCam HD-5000 720p HD Webcam - Black,All Electronics,39.41,4.2,356
B00AZGZFF4,"Crucial 16GB Kit DDR3 1600 MT/s (PC3-12800) CL11 Non-ECC, UDIMM 240-Pin Desktop Memory CT2KIT102464BA160B/ CT2CP102464BA160B",Computers,,4.2,230
B000KKPN5C,Nikon SB-400 AF Speedlight Flash for Nikon Digital SLR Cameras,Camera & Photo,168.0,4.5,983
